checking_status	duration	credit_history	purpose	credit_amount	savings_status	employment	installment_commitment	personal_status	other_parties	residence_since	property_magnitude	age	other_payment_plans	housing	existing_credits	job	num_dependents	own_telephone	foreign_worker	class
'0<=X<200'	9.00	'existing paid'	radio/tv	790.00	'500<=X<1000'	'1<=X<4'	4.00	'female div/dep/mar'	none	3.00	'real estate'	66.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'no checking'	27.00	'existing paid'	'new car'	2570.00	'<100'	'1<=X<4'	3.00	'female div/dep/mar'	none	3.00	'real estate'	21.00	none	rent	1.00	skilled	1.00	none	yes	bad
'no checking'	6.00	'critical/other existing 	'new car'	250.00	'>=1000'	'1<=X<4'	2.00	'female div/dep/mar'	none	2.00	'real estate'	41.00	bank	own	2.00	'unskilled resident'	1.00	none	yes	good
'no checking'	15.00	'critical/other existing 	radio/tv	1316.00	'500<=X<1000'	'1<=X<4'	2.00	'male mar/wid'	none	2.00	'life insurance'	47.00	none	own	2.00	'unskilled resident'	1.00	none	yes	good
'<0'	18.00	'existing paid'	radio/tv	1882.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	none	4.00	car	25.00	bank	rent	2.00	skilled	1.00	none	yes	bad
'0<=X<200'	48.00	'all paid'	business	6416.00	'<100'	'>=7'	4.00	'female div/dep/mar'	none	3.00	'no known property'	59.00	none	rent	1.00	skilled	1.00	none	yes	bad
'>=200'	24.00	'critical/other existing 	business	1275.00	'>=1000'	'1<=X<4'	2.00	'male div/sep'	none	4.00	'real estate'	36.00	none	own	2.00	skilled	1.00	yes	yes	good
'0<=X<200'	24.00	'delayed previously'	radio/tv	6403.00	'<100'	'<1'	1.00	'male single'	none	2.00	car	33.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	24.00	'existing paid'	radio/tv	1987.00	'<100'	'1<=X<4'	2.00	'male single'	none	4.00	'real estate'	21.00	none	rent	1.00	'unskilled resident'	2.00	none	yes	bad
'0<=X<200'	8.00	'existing paid'	radio/tv	760.00	'<100'	'4<=X<7'	4.00	'female div/dep/mar'	guarantor	2.00	'real estate'	44.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'no checking'	24.00	'existing paid'	'used car'	2603.00	'>=1000'	'1<=X<4'	2.00	'female div/dep/mar'	none	4.00	car	28.00	none	rent	1.00	skilled	1.00	yes	yes	good
'no checking'	4.00	'critical/other existing 	'new car'	3380.00	'<100'	'4<=X<7'	1.00	'female div/dep/mar'	none	1.00	'real estate'	37.00	none	own	1.00	skilled	2.00	none	yes	good
'0<=X<200'	36.00	'all paid'	'domestic appliance'	3990.00	'no known savings'	'<1'	3.00	'female div/dep/mar'	none	2.00	'no known property'	29.00	bank	own	1.00	'unemp/unskilled non res'	1.00	none	yes	good
'0<=X<200'	24.00	'existing paid'	'used car'	11560.00	'<100'	'1<=X<4'	1.00	'female div/dep/mar'	none	4.00	car	23.00	none	rent	2.00	'high qualif/self emp/mgm	1.00	none	yes	bad
'<0'	18.00	'existing paid'	'new car'	4380.00	'100<=X<500'	'1<=X<4'	3.00	'male single'	none	4.00	car	35.00	none	own	1.00	'unskilled resident'	2.00	yes	yes	good
'no checking'	6.00	'critical/other existing 	'new car'	6761.00	'<100'	'4<=X<7'	1.00	'male single'	none	3.00	'no known property'	45.00	none	own	2.00	'high qualif/self emp/mgm	2.00	yes	yes	good
'0<=X<200'	30.00	'no credits/all paid'	business	4280.00	'100<=X<500'	'1<=X<4'	4.00	'female div/dep/mar'	none	4.00	car	26.00	none	rent	2.00	'unskilled resident'	1.00	none	yes	bad
'<0'	24.00	'all paid'	'new car'	2325.00	'100<=X<500'	'4<=X<7'	2.00	'male single'	none	3.00	car	32.00	bank	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	10.00	'all paid'	radio/tv	1048.00	'<100'	'1<=X<4'	4.00	'male single'	none	4.00	'real estate'	23.00	stores	own	1.00	'unskilled resident'	1.00	none	yes	good
'no checking'	21.00	'existing paid'	radio/tv	3160.00	'no known savings'	'>=7'	4.00	'male single'	none	3.00	'life insurance'	41.00	none	own	1.00	skilled	1.00	yes	yes	good
'<0'	24.00	'all paid'	furniture/equipment	2483.00	'500<=X<1000'	'1<=X<4'	4.00	'male single'	none	4.00	'real estate'	22.00	stores	own	1.00	skilled	1.00	yes	yes	good
'<0'	39.00	'critical/other existing 	furniture/equipment	14179.00	'no known savings'	'4<=X<7'	4.00	'male single'	none	4.00	'life insurance'	30.00	none	own	2.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'<0'	13.00	'critical/other existing 	business	1797.00	'<100'	'<1'	3.00	'male single'	none	1.00	'life insurance'	28.00	bank	own	2.00	'unskilled resident'	1.00	none	yes	good
'<0'	15.00	'existing paid'	'new car'	2511.00	'<100'	unemployed	1.00	'female div/dep/mar'	none	4.00	car	23.00	none	rent	1.00	skilled	1.00	none	yes	good
'<0'	12.00	'existing paid'	'new car'	1274.00	'<100'	'<1'	3.00	'female div/dep/mar'	none	1.00	'real estate'	37.00	none	own	1.00	'unskilled resident'	1.00	none	yes	bad
'no checking'	21.00	'existing paid'	'used car'	5248.00	'no known savings'	'1<=X<4'	1.00	'male single'	none	3.00	car	26.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	15.00	'existing paid'	'used car'	3029.00	'<100'	'4<=X<7'	2.00	'male single'	none	2.00	car	33.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	6.00	'existing paid'	furniture/equipment	428.00	'<100'	'>=7'	2.00	'female div/dep/mar'	none	1.00	'life insurance'	49.00	bank	own	1.00	skilled	1.00	yes	yes	good
'<0'	18.00	'existing paid'	'new car'	976.00	'<100'	'<1'	1.00	'female div/dep/mar'	none	2.00	car	23.00	none	own	1.00	'unskilled resident'	1.00	none	yes	bad
'0<=X<200'	12.00	'existing paid'	business	841.00	'100<=X<500'	'4<=X<7'	2.00	'female div/dep/mar'	none	4.00	'real estate'	23.00	none	rent	1.00	'unskilled resident'	1.00	none	yes	good
'no checking'	30.00	'critical/other existing 	radio/tv	5771.00	'<100'	'4<=X<7'	4.00	'female div/dep/mar'	none	2.00	car	25.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	12.00	'delayed previously'	repairs	1555.00	'>=1000'	'>=7'	4.00	'male single'	none	4.00	'no known property'	55.00	none	'for free'	2.00	skilled	2.00	none	yes	bad
'<0'	24.00	'existing paid'	'new car'	1285.00	'no known savings'	'4<=X<7'	4.00	'female div/dep/mar'	none	4.00	'no known property'	32.00	none	rent	1.00	skilled	1.00	none	yes	bad
'>=200'	6.00	'critical/other existing 	'new car'	1299.00	'<100'	'1<=X<4'	1.00	'male single'	none	1.00	'real estate'	74.00	none	own	3.00	'unemp/unskilled non res'	2.00	none	no	good
'>=200'	15.00	'critical/other existing 	radio/tv	1271.00	'no known savings'	'1<=X<4'	3.00	'male single'	none	4.00	'no known property'	39.00	none	'for free'	2.00	skilled	1.00	yes	yes	bad
'no checking'	24.00	'existing paid'	'new car'	1393.00	'<100'	'1<=X<4'	2.00	'male single'	guarantor	2.00	'real estate'	31.00	none	own	1.00	skilled	1.00	yes	yes	good
'<0'	12.00	'critical/other existing 	'new car'	691.00	'<100'	'>=7'	4.00	'male single'	none	3.00	'life insurance'	35.00	none	own	2.00	skilled	1.00	none	yes	bad
'no checking'	15.00	'critical/other existing 	'new car'	5045.00	'no known savings'	'>=7'	1.00	'female div/dep/mar'	none	4.00	car	59.00	none	own	1.00	skilled	1.00	yes	yes	good
'<0'	18.00	'critical/other existing 	furniture/equipment	2124.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	none	4.00	'real estate'	24.00	none	rent	2.00	skilled	1.00	none	yes	bad
'<0'	12.00	'existing paid'	radio/tv	2214.00	'<100'	'1<=X<4'	4.00	'male single'	none	3.00	'life insurance'	24.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'no checking'	21.00	'critical/other existing 	'new car'	12680.00	'no known savings'	'>=7'	4.00	'male single'	none	4.00	'no known property'	30.00	none	'for free'	1.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'no checking'	24.00	'critical/other existing 	'new car'	2463.00	'100<=X<500'	'4<=X<7'	4.00	'male mar/wid'	none	3.00	'life insurance'	27.00	none	own	2.00	skilled	1.00	yes	yes	good
'0<=X<200'	12.00	'existing paid'	radio/tv	1155.00	'<100'	'>=7'	3.00	'male mar/wid'	guarantor	3.00	'real estate'	40.00	bank	own	2.00	'unskilled resident'	1.00	none	yes	good
'<0'	30.00	'existing paid'	furniture/equipment	3108.00	'<100'	'<1'	2.00	'male div/sep'	none	4.00	'life insurance'	31.00	none	own	1.00	'unskilled resident'	1.00	none	yes	bad
'no checking'	10.00	'existing paid'	'used car'	2901.00	'no known savings'	'<1'	1.00	'female div/dep/mar'	none	4.00	'real estate'	31.00	none	rent	1.00	skilled	1.00	none	yes	good
'0<=X<200'	12.00	'critical/other existing 	furniture/equipment	3617.00	'<100'	'>=7'	1.00	'male single'	none	4.00	car	28.00	none	rent	3.00	skilled	1.00	yes	yes	good
'no checking'	12.00	'critical/other existing 	radio/tv	1655.00	'<100'	'>=7'	2.00	'male single'	none	4.00	'real estate'	63.00	none	own	2.00	'unskilled resident'	1.00	yes	yes	good
'<0'	24.00	'existing paid'	'used car'	2812.00	'no known savings'	'>=7'	2.00	'female div/dep/mar'	none	4.00	'real estate'	26.00	none	rent	1.00	skilled	1.00	none	yes	good
'<0'	36.00	'critical/other existing 	education	8065.00	'<100'	'1<=X<4'	3.00	'female div/dep/mar'	none	2.00	'no known property'	25.00	none	own	2.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'no checking'	21.00	'critical/other existing 	'used car'	3275.00	'<100'	'>=7'	1.00	'male single'	none	4.00	car	36.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'no checking'	24.00	'critical/other existing 	radio/tv	2223.00	'100<=X<500'	'>=7'	4.00	'male single'	none	4.00	'life insurance'	52.00	bank	own	2.00	skilled	1.00	none	yes	good
'>=200'	12.00	'critical/other existing 	'new car'	1480.00	'500<=X<1000'	unemployed	2.00	'male single'	none	4.00	'no known property'	66.00	bank	'for free'	3.00	'unemp/unskilled non res'	1.00	none	yes	good
'<0'	24.00	'existing paid'	'new car'	1371.00	'no known savings'	'1<=X<4'	4.00	'female div/dep/mar'	none	4.00	'real estate'	25.00	none	rent	1.00	skilled	1.00	none	yes	bad
'no checking'	36.00	'critical/other existing 	'new car'	3535.00	'<100'	'4<=X<7'	4.00	'male single'	none	4.00	car	37.00	none	own	2.00	skilled	1.00	yes	yes	good
'<0'	18.00	'existing paid'	radio/tv	3509.00	'<100'	'4<=X<7'	4.00	'female div/dep/mar'	guarantor	1.00	'real estate'	25.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	36.00	'critical/other existing 	'used car'	5711.00	'>=1000'	'>=7'	4.00	'male single'	none	2.00	car	38.00	none	own	2.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'0<=X<200'	18.00	'existing paid'	repairs	3872.00	'<100'	unemployed	2.00	'female div/dep/mar'	none	4.00	car	67.00	none	own	1.00	skilled	1.00	yes	yes	good
'0<=X<200'	39.00	'critical/other existing 	radio/tv	4933.00	'<100'	'4<=X<7'	2.00	'male single'	guarantor	2.00	'real estate'	25.00	none	own	2.00	skilled	1.00	none	yes	bad
'no checking'	24.00	'critical/other existing 	'new car'	1940.00	'>=1000'	'>=7'	4.00	'male single'	none	4.00	'real estate'	60.00	none	own	1.00	skilled	1.00	yes	yes	good
'0<=X<200'	12.00	'no credits/all paid'	retraining	1410.00	'<100'	'1<=X<4'	2.00	'male single'	none	2.00	'real estate'	31.00	none	own	1.00	'unskilled resident'	1.00	yes	yes	good
'0<=X<200'	12.00	'existing paid'	'new car'	836.00	'100<=X<500'	'<1'	4.00	'female div/dep/mar'	none	2.00	'life insurance'	23.00	bank	own	1.00	'unskilled resident'	1.00	none	yes	bad
'0<=X<200'	20.00	'existing paid'	'used car'	6468.00	'no known savings'	unemployed	1.00	'male div/sep'	none	4.00	'real estate'	60.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'0<=X<200'	18.00	'existing paid'	business	1941.00	'>=1000'	'1<=X<4'	4.00	'male single'	none	2.00	'life insurance'	35.00	none	own	1.00	'unskilled resident'	1.00	yes	yes	good
'no checking'	22.00	'existing paid'	radio/tv	2675.00	'500<=X<1000'	'>=7'	3.00	'male single'	none	4.00	car	40.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	48.00	'critical/other existing 	'used car'	2751.00	'no known savings'	'>=7'	4.00	'male single'	none	3.00	car	38.00	none	own	2.00	skilled	2.00	yes	yes	good
'0<=X<200'	48.00	'delayed previously'	education	6224.00	'<100'	'>=7'	4.00	'male single'	none	4.00	'no known property'	50.00	none	'for free'	1.00	skilled	1.00	none	yes	bad
'<0'	40.00	'critical/other existing 	education	5998.00	'<100'	'1<=X<4'	4.00	'male single'	none	3.00	'no known property'	27.00	bank	own	1.00	skilled	1.00	yes	yes	bad
'0<=X<200'	21.00	'existing paid'	business	1188.00	'<100'	'>=7'	2.00	'female div/dep/mar'	none	4.00	'life insurance'	39.00	none	own	1.00	skilled	2.00	none	yes	bad
'no checking'	24.00	'existing paid'	'used car'	6313.00	'no known savings'	'>=7'	3.00	'male single'	none	4.00	car	41.00	none	own	1.00	'high qualif/self emp/mgm	2.00	yes	yes	good
'no checking'	6.00	'critical/other existing 	furniture/equipment	1221.00	'no known savings'	'1<=X<4'	1.00	'male mar/wid'	none	2.00	'life insurance'	27.00	none	own	2.00	skilled	1.00	none	yes	good
'>=200'	24.00	'existing paid'	furniture/equipment	2892.00	'<100'	'>=7'	3.00	'male div/sep'	none	4.00	'no known property'	51.00	none	'for free'	1.00	skilled	1.00	none	yes	good
'no checking'	24.00	'existing paid'	furniture/equipment	3062.00	'500<=X<1000'	'>=7'	4.00	'male single'	none	3.00	'no known property'	32.00	none	rent	1.00	skilled	1.00	yes	yes	good
'no checking'	9.00	'existing paid'	furniture/equipment	2301.00	'100<=X<500'	'<1'	2.00	'female div/dep/mar'	none	4.00	'life insurance'	22.00	none	rent	1.00	skilled	1.00	none	yes	good
'<0'	18.00	'existing paid'	'used car'	7511.00	'no known savings'	'>=7'	1.00	'male single'	none	4.00	'life insurance'	51.00	none	'for free'	1.00	skilled	2.00	yes	yes	bad
'no checking'	12.00	'critical/other existing 	furniture/equipment	1258.00	'<100'	'<1'	2.00	'female div/dep/mar'	none	4.00	'life insurance'	22.00	none	rent	2.00	'unskilled resident'	1.00	none	yes	good
'no checking'	24.00	'delayed previously'	'new car'	717.00	'no known savings'	'>=7'	4.00	'male mar/wid'	none	4.00	car	54.00	none	own	2.00	skilled	1.00	yes	yes	good
'0<=X<200'	9.00	'existing paid'	'new car'	1549.00	'no known savings'	'<1'	4.00	'male single'	none	2.00	'real estate'	35.00	none	own	1.00	'unemp/unskilled non res'	1.00	none	yes	good
'no checking'	24.00	'critical/other existing 	education	1597.00	'<100'	'>=7'	4.00	'male single'	none	4.00	'no known property'	54.00	none	'for free'	2.00	skilled	2.00	none	yes	good
'0<=X<200'	18.00	'critical/other existing 	radio/tv	1795.00	'<100'	'>=7'	3.00	'female div/dep/mar'	guarantor	4.00	'real estate'	48.00	bank	rent	2.00	'unskilled resident'	1.00	yes	yes	good
'<0'	20.00	'critical/other existing 	furniture/equipment	4272.00	'<100'	'>=7'	1.00	'female div/dep/mar'	none	4.00	'life insurance'	24.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	12.00	'critical/other existing 	radio/tv	976.00	'no known savings'	'>=7'	4.00	'male single'	none	4.00	car	35.00	none	own	2.00	skilled	1.00	none	yes	good
'0<=X<200'	12.00	'existing paid'	'new car'	7472.00	'no known savings'	unemployed	1.00	'female div/dep/mar'	none	2.00	'real estate'	24.00	none	rent	1.00	'unemp/unskilled non res'	1.00	none	yes	good
'<0'	36.00	'existing paid'	'new car'	9271.00	'<100'	'4<=X<7'	2.00	'male single'	none	1.00	car	24.00	none	own	1.00	skilled	1.00	yes	yes	bad
'0<=X<200'	6.00	'existing paid'	radio/tv	590.00	'<100'	'<1'	3.00	'male mar/wid'	none	3.00	'real estate'	26.00	none	own	1.00	'unskilled resident'	1.00	none	no	good
'no checking'	12.00	'critical/other existing 	radio/tv	930.00	'no known savings'	'>=7'	4.00	'male single'	none	4.00	'real estate'	65.00	none	own	4.00	skilled	1.00	none	yes	good
'0<=X<200'	42.00	'all paid'	'used car'	9283.00	'<100'	unemployed	1.00	'male single'	none	2.00	'no known property'	55.00	bank	'for free'	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'0<=X<200'	15.00	'no credits/all paid'	'new car'	1778.00	'<100'	'<1'	2.00	'female div/dep/mar'	none	1.00	'real estate'	26.00	none	rent	2.00	'unemp/unskilled non res'	1.00	none	yes	bad
'0<=X<200'	8.00	'existing paid'	business	907.00	'<100'	'<1'	3.00	'male mar/wid'	none	2.00	'real estate'	26.00	none	own	1.00	skilled	1.00	yes	yes	good
'0<=X<200'	6.00	'existing paid'	radio/tv	484.00	'<100'	'4<=X<7'	3.00	'male mar/wid'	guarantor	3.00	'real estate'	28.00	bank	own	1.00	'unskilled resident'	1.00	none	yes	good
'<0'	36.00	'critical/other existing 	'used car'	9629.00	'<100'	'4<=X<7'	4.00	'male single'	none	4.00	car	24.00	none	own	2.00	skilled	1.00	yes	yes	bad
'<0'	48.00	'existing paid'	'domestic appliance'	3051.00	'<100'	'1<=X<4'	3.00	'male single'	none	4.00	car	54.00	none	own	1.00	skilled	1.00	none	yes	bad
'<0'	48.00	'existing paid'	'new car'	3931.00	'<100'	'4<=X<7'	4.00	'male single'	none	4.00	'no known property'	46.00	none	'for free'	1.00	skilled	2.00	none	yes	bad
'0<=X<200'	36.00	'delayed previously'	'new car'	7432.00	'<100'	'1<=X<4'	2.00	'female div/dep/mar'	none	2.00	'life insurance'	54.00	none	rent	1.00	skilled	1.00	none	yes	good
'no checking'	6.00	'existing paid'	'domestic appliance'	1338.00	'500<=X<1000'	'1<=X<4'	1.00	'male div/sep'	none	4.00	'real estate'	62.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	6.00	'critical/other existing 	radio/tv	1554.00	'<100'	'4<=X<7'	1.00	'female div/dep/mar'	none	2.00	car	24.00	none	rent	2.00	skilled	1.00	yes	yes	good
'<0'	36.00	'existing paid'	other	15857.00	'<100'	unemployed	2.00	'male div/sep'	'co applicant'	3.00	car	43.00	none	own	1.00	'high qualif/self emp/mgm	1.00	none	yes	good
'<0'	18.00	'existing paid'	radio/tv	1345.00	'<100'	'1<=X<4'	4.00	'male mar/wid'	none	3.00	'real estate'	26.00	bank	own	1.00	skilled	1.00	none	yes	bad
'no checking'	12.00	'existing paid'	'new car'	1101.00	'<100'	'1<=X<4'	3.00	'male mar/wid'	none	2.00	'real estate'	27.00	none	own	2.00	skilled	1.00	yes	yes	good
'>=200'	12.00	'existing paid'	radio/tv	3016.00	'<100'	'1<=X<4'	3.00	'male mar/wid'	none	1.00	car	24.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	36.00	'existing paid'	furniture/equipment	2712.00	'<100'	'>=7'	2.00	'male single'	none	2.00	'life insurance'	41.00	bank	own	1.00	skilled	2.00	none	yes	bad
'<0'	8.00	'critical/other existing 	'new car'	731.00	'<100'	'>=7'	4.00	'male single'	none	4.00	'real estate'	47.00	none	own	2.00	'unskilled resident'	1.00	none	yes	good
'no checking'	18.00	'critical/other existing 	furniture/equipment	3780.00	'<100'	'<1'	3.00	'male div/sep'	none	2.00	car	35.00	none	own	2.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'<0'	21.00	'critical/other existing 	'new car'	1602.00	'<100'	'>=7'	4.00	'male mar/wid'	none	3.00	car	30.00	none	own	2.00	skilled	1.00	yes	yes	good
'<0'	18.00	'critical/other existing 	'new car'	3966.00	'<100'	'>=7'	1.00	'female div/dep/mar'	none	4.00	'real estate'	33.00	bank	rent	3.00	skilled	1.00	yes	yes	bad
'no checking'	18.00	'no credits/all paid'	business	4165.00	'<100'	'1<=X<4'	2.00	'male single'	none	2.00	car	36.00	stores	own	2.00	skilled	2.00	none	yes	bad
'<0'	36.00	'existing paid'	'used car'	8335.00	'no known savings'	'>=7'	3.00	'male single'	none	4.00	'no known property'	47.00	none	'for free'	1.00	skilled	1.00	none	yes	bad
'0<=X<200'	48.00	'delayed previously'	business	6681.00	'no known savings'	'1<=X<4'	4.00	'male single'	none	4.00	'no known property'	38.00	none	'for free'	1.00	skilled	2.00	yes	yes	good
'no checking'	24.00	'delayed previously'	business	2375.00	'500<=X<1000'	'1<=X<4'	4.00	'male single'	none	2.00	car	44.00	none	own	2.00	skilled	2.00	yes	yes	good
'<0'	18.00	'existing paid'	'new car'	1216.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	3.00	car	23.00	none	rent	1.00	skilled	1.00	yes	yes	bad
'<0'	45.00	'no credits/all paid'	business	11816.00	'<100'	'>=7'	2.00	'male single'	none	4.00	car	29.00	none	rent	2.00	skilled	1.00	none	yes	bad
'0<=X<200'	24.00	'existing paid'	radio/tv	5084.00	'no known savings'	'>=7'	2.00	'female div/dep/mar'	none	4.00	car	42.00	none	own	1.00	skilled	1.00	yes	yes	good
'>=200'	15.00	'existing paid'	radio/tv	2327.00	'<100'	'<1'	2.00	'female div/dep/mar'	none	3.00	'real estate'	25.00	none	own	1.00	'unskilled resident'	1.00	none	yes	bad
'<0'	12.00	'no credits/all paid'	'new car'	1082.00	'<100'	'1<=X<4'	4.00	'male single'	none	4.00	car	48.00	bank	own	2.00	skilled	1.00	none	yes	bad
'no checking'	12.00	'existing paid'	radio/tv	886.00	'no known savings'	'1<=X<4'	4.00	'female div/dep/mar'	none	2.00	car	21.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	4.00	'existing paid'	furniture/equipment	601.00	'<100'	'<1'	1.00	'female div/dep/mar'	none	3.00	'real estate'	23.00	none	rent	1.00	'unskilled resident'	2.00	none	yes	good
'<0'	24.00	'critical/other existing 	'used car'	2957.00	'<100'	'>=7'	4.00	'male single'	none	4.00	'life insurance'	63.00	none	own	2.00	skilled	1.00	yes	yes	good
'no checking'	24.00	'critical/other existing 	radio/tv	2611.00	'<100'	'>=7'	4.00	'male mar/wid'	'co applicant'	3.00	'real estate'	46.00	none	own	2.00	skilled	1.00	none	yes	good
'<0'	36.00	'existing paid'	furniture/equipment	5179.00	'<100'	'4<=X<7'	4.00	'male single'	none	2.00	'life insurance'	29.00	none	own	1.00	skilled	1.00	none	yes	bad
'no checking'	21.00	'delayed previously'	'used car'	2993.00	'<100'	'1<=X<4'	3.00	'male single'	none	2.00	'real estate'	28.00	stores	own	2.00	'unskilled resident'	1.00	none	yes	good
'no checking'	18.00	'existing paid'	repairs	1943.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	4.00	'real estate'	23.00	none	own	1.00	skilled	1.00	none	yes	bad
'no checking'	24.00	'all paid'	business	1559.00	'<100'	'4<=X<7'	4.00	'male single'	none	4.00	car	50.00	bank	own	1.00	skilled	1.00	yes	yes	good
'no checking'	18.00	'existing paid'	furniture/equipment	3422.00	'<100'	'>=7'	4.00	'male single'	none	4.00	'life insurance'	47.00	bank	own	3.00	skilled	2.00	yes	yes	good
'0<=X<200'	21.00	'existing paid'	furniture/equipment	3976.00	'no known savings'	'4<=X<7'	2.00	'male single'	none	3.00	car	35.00	none	own	1.00	skilled	1.00	yes	yes	good
'no checking'	18.00	'existing paid'	'new car'	6761.00	'no known savings'	'1<=X<4'	2.00	'male single'	none	4.00	car	68.00	none	rent	2.00	skilled	1.00	none	yes	bad
'no checking'	24.00	'existing paid'	'new car'	1249.00	'<100'	'<1'	4.00	'male mar/wid'	none	2.00	'real estate'	28.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	9.00	'existing paid'	radio/tv	1364.00	'<100'	'4<=X<7'	3.00	'male single'	none	4.00	'real estate'	59.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	12.00	'existing paid'	radio/tv	709.00	'<100'	'>=7'	4.00	'male single'	none	4.00	'real estate'	57.00	stores	own	1.00	'unskilled resident'	1.00	none	yes	bad
'<0'	20.00	'critical/other existing 	'new car'	2235.00	'<100'	'1<=X<4'	4.00	'male mar/wid'	guarantor	2.00	'life insurance'	33.00	bank	rent	2.00	skilled	1.00	none	no	bad
'no checking'	24.00	'critical/other existing 	'used car'	4042.00	'no known savings'	'4<=X<7'	3.00	'male single'	none	4.00	'life insurance'	43.00	none	own	2.00	skilled	1.00	yes	yes	good
'no checking'	15.00	'critical/other existing 	radio/tv	1471.00	'<100'	'1<=X<4'	4.00	'male single'	none	4.00	'no known property'	35.00	none	'for free'	2.00	skilled	1.00	yes	yes	good
'<0'	18.00	'all paid'	'new car'	1442.00	'<100'	'4<=X<7'	4.00	'male single'	none	4.00	'no known property'	32.00	none	'for free'	2.00	'unskilled resident'	2.00	none	yes	bad
'no checking'	36.00	'delayed previously'	'new car'	10875.00	'<100'	'>=7'	2.00	'male single'	none	2.00	car	45.00	none	own	2.00	skilled	2.00	yes	yes	good
'no checking'	24.00	'existing paid'	'new car'	1474.00	'100<=X<500'	'<1'	4.00	'male mar/wid'	none	3.00	'real estate'	33.00	none	own	1.00	skilled	1.00	yes	yes	good
'no checking'	10.00	'existing paid'	retraining	894.00	'no known savings'	'4<=X<7'	4.00	'female div/dep/mar'	none	3.00	'life insurance'	40.00	none	own	1.00	skilled	1.00	yes	yes	good
'no checking'	15.00	'critical/other existing 	furniture/equipment	3343.00	'<100'	'1<=X<4'	4.00	'male single'	none	2.00	'no known property'	28.00	none	'for free'	1.00	skilled	1.00	yes	yes	good
'<0'	15.00	'existing paid'	'new car'	3959.00	'<100'	'1<=X<4'	3.00	'female div/dep/mar'	none	2.00	'life insurance'	29.00	none	own	1.00	skilled	1.00	yes	yes	bad
'no checking'	9.00	'existing paid'	'new car'	3577.00	'100<=X<500'	'1<=X<4'	1.00	'male single'	guarantor	2.00	'real estate'	26.00	none	rent	1.00	skilled	2.00	none	no	good
'no checking'	24.00	'critical/other existing 	'used car'	5804.00	'>=1000'	'1<=X<4'	4.00	'male single'	none	2.00	'real estate'	27.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	18.00	'delayed previously'	business	2169.00	'<100'	'1<=X<4'	4.00	'male mar/wid'	none	2.00	car	28.00	none	own	1.00	skilled	1.00	yes	yes	bad
'<0'	24.00	'existing paid'	radio/tv	2439.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	4.00	'real estate'	35.00	none	own	1.00	skilled	1.00	yes	yes	bad
'no checking'	27.00	'critical/other existing 	furniture/equipment	4526.00	'>=1000'	'<1'	4.00	'male single'	none	2.00	'real estate'	32.00	stores	own	2.00	'unskilled resident'	2.00	yes	yes	good
'no checking'	10.00	'existing paid'	furniture/equipment	2210.00	'<100'	'1<=X<4'	2.00	'male single'	none	2.00	'real estate'	25.00	bank	rent	1.00	'unskilled resident'	1.00	none	yes	bad
'no checking'	15.00	'existing paid'	furniture/equipment	2221.00	'500<=X<1000'	'1<=X<4'	2.00	'female div/dep/mar'	none	4.00	car	20.00	none	rent	1.00	skilled	1.00	none	yes	good
'<0'	18.00	'existing paid'	radio/tv	2389.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	1.00	car	27.00	stores	own	1.00	skilled	1.00	none	yes	good
'no checking'	12.00	'critical/other existing 	furniture/equipment	3331.00	'<100'	'>=7'	2.00	'male single'	none	4.00	'life insurance'	42.00	stores	own	1.00	skilled	1.00	none	yes	good
