x-box	y-box	width	high	onpix	x-bar	y-bar	x2bar	y2bar	xybar	x2ybr	xy2br	x-ege	xegvy	y-ege	yegvx	class
3.00	6.00	4.00	4.00	4.00	7.00	9.00	4.00	4.00	7.00	5.00	8.00	4.00	7.00	6.00	9.00	K
1.00	3.00	2.00	1.00	1.00	5.00	9.00	4.00	6.00	11.00	9.00	11.00	1.00	9.00	2.00	8.00	C
3.00	7.00	5.00	5.00	3.00	12.00	3.00	3.00	2.00	10.00	1.00	9.00	2.00	6.00	2.00	8.00	A
3.00	10.00	4.00	7.00	4.00	8.00	6.00	8.00	6.00	7.00	8.00	10.00	2.00	10.00	9.00	7.00	S
1.00	0.00	1.00	0.00	0.00	2.00	1.00	6.00	4.00	0.00	3.00	4.00	0.00	8.00	0.00	8.00	L
5.00	7.00	7.00	10.00	11.00	8.00	6.00	5.00	2.00	6.00	6.00	8.00	11.00	12.00	10.00	15.00	Q
5.00	10.00	6.00	8.00	4.00	6.00	8.00	0.00	7.00	13.00	7.00	8.00	0.00	8.00	1.00	7.00	I
4.00	5.00	4.00	8.00	3.00	3.00	7.00	6.00	10.00	7.00	6.00	14.00	0.00	8.00	7.00	7.00	E
6.00	11.00	6.00	6.00	3.00	7.00	7.00	4.00	4.00	7.00	7.00	6.00	6.00	12.00	2.00	8.00	V
4.00	4.00	4.00	6.00	3.00	8.00	7.00	12.00	1.00	6.00	9.00	8.00	8.00	6.00	0.00	8.00	M
5.00	10.00	6.00	8.00	7.00	9.00	7.00	3.00	5.00	7.00	6.00	8.00	7.00	8.00	6.00	9.00	B
4.00	10.00	6.00	7.00	1.00	9.00	11.00	3.00	2.00	5.00	13.00	8.00	1.00	11.00	0.00	8.00	Y
4.00	7.00	5.00	5.00	4.00	5.00	10.00	3.00	6.00	10.00	9.00	5.00	4.00	10.00	3.00	7.00	P
2.00	3.00	3.00	4.00	1.00	9.00	10.00	5.00	9.00	5.00	6.00	5.00	0.00	7.00	8.00	7.00	S
5.00	11.00	8.00	8.00	12.00	10.00	8.00	4.00	2.00	6.00	7.00	8.00	11.00	10.00	4.00	5.00	W
4.00	8.00	5.00	6.00	3.00	6.00	8.00	6.00	11.00	7.00	7.00	10.00	1.00	9.00	8.00	8.00	Z
7.00	10.00	6.00	5.00	4.00	8.00	9.00	3.00	4.00	11.00	6.00	5.00	3.00	9.00	6.00	7.00	F
4.00	8.00	5.00	6.00	4.00	7.00	7.00	5.00	5.00	7.00	6.00	7.00	4.00	8.00	3.00	7.00	D
3.00	5.00	6.00	4.00	3.00	7.00	8.00	2.00	10.00	12.00	6.00	8.00	1.00	9.00	5.00	7.00	Z
3.00	7.00	4.00	5.00	2.00	4.00	5.00	1.00	9.00	7.00	2.00	11.00	0.00	8.00	2.00	7.00	L
5.00	6.00	5.00	4.00	2.00	3.00	12.00	5.00	4.00	11.00	11.00	7.00	3.00	10.00	1.00	8.00	V
3.00	5.00	5.00	8.00	2.00	8.00	5.00	3.00	1.00	7.00	0.00	8.00	2.00	7.00	2.00	8.00	A
12.00	13.00	9.00	8.00	4.00	7.00	9.00	6.00	4.00	11.00	4.00	5.00	5.00	9.00	5.00	8.00	P
5.00	9.00	8.00	7.00	8.00	8.00	7.00	6.00	5.00	6.00	7.00	8.00	8.00	6.00	2.00	8.00	M
4.00	6.00	5.00	4.00	4.00	6.00	8.00	5.00	6.00	7.00	5.00	7.00	3.00	7.00	5.00	8.00	R
5.00	8.00	5.00	6.00	3.00	4.00	11.00	2.00	3.00	8.00	10.00	7.00	3.00	12.00	1.00	7.00	V
2.00	3.00	3.00	1.00	1.00	7.00	7.00	5.00	5.00	9.00	7.00	9.00	2.00	8.00	4.00	10.00	G
9.00	10.00	9.00	8.00	5.00	3.00	10.00	3.00	6.00	12.00	12.00	7.00	2.00	11.00	2.00	5.00	Y
4.00	5.00	7.00	4.00	3.00	7.00	9.00	3.00	5.00	11.00	6.00	6.00	6.00	8.00	1.00	7.00	N
5.00	7.00	6.00	6.00	5.00	8.00	4.00	4.00	4.00	9.00	3.00	8.00	3.00	7.00	5.00	7.00	O
3.00	8.00	5.00	6.00	5.00	9.00	7.00	4.00	5.00	10.00	5.00	7.00	2.00	8.00	5.00	9.00	B
4.00	5.00	5.00	4.00	3.00	8.00	12.00	3.00	7.00	6.00	11.00	8.00	2.00	11.00	1.00	7.00	T
3.00	6.00	3.00	4.00	3.00	4.00	7.00	5.00	8.00	7.00	6.00	13.00	0.00	8.00	6.00	9.00	E
1.00	0.00	1.00	1.00	0.00	2.00	2.00	5.00	5.00	1.00	1.00	6.00	0.00	8.00	0.00	8.00	L
4.00	7.00	5.00	5.00	3.00	5.00	12.00	5.00	5.00	11.00	9.00	3.00	0.00	9.00	4.00	6.00	P
4.00	7.00	6.00	8.00	5.00	9.00	9.00	5.00	4.00	6.00	6.00	9.00	3.00	7.00	8.00	6.00	J
7.00	10.00	6.00	5.00	4.00	7.00	10.00	4.00	4.00	12.00	5.00	3.00	4.00	10.00	5.00	6.00	P
1.00	0.00	2.00	1.00	0.00	5.00	7.00	7.00	1.00	7.00	6.00	11.00	2.00	8.00	2.00	11.00	K
4.00	7.00	5.00	5.00	3.00	7.00	6.00	7.00	7.00	7.00	5.00	11.00	2.00	9.00	4.00	8.00	G
4.00	8.00	4.00	6.00	2.00	5.00	8.00	10.00	8.00	8.00	7.00	5.00	3.00	8.00	4.00	8.00	D
2.00	6.00	3.00	4.00	2.00	3.00	7.00	5.00	9.00	7.00	6.00	14.00	0.00	8.00	6.00	9.00	E
1.00	0.00	1.00	0.00	0.00	7.00	7.00	10.00	2.00	7.00	6.00	8.00	2.00	8.00	0.00	8.00	H
2.00	8.00	4.00	6.00	1.00	8.00	8.00	4.00	2.00	7.00	13.00	8.00	3.00	9.00	0.00	8.00	V
3.00	5.00	5.00	4.00	5.00	7.00	8.00	4.00	4.00	7.00	6.00	8.00	6.00	9.00	7.00	8.00	B
2.00	1.00	3.00	2.00	2.00	7.00	8.00	5.00	5.00	7.00	5.00	6.00	2.00	7.00	4.00	8.00	R
4.00	3.00	4.00	5.00	2.00	7.00	7.00	4.00	14.00	9.00	6.00	8.00	0.00	8.00	8.00	8.00	Z
2.00	3.00	2.00	1.00	1.00	8.00	8.00	6.00	4.00	7.00	6.00	7.00	2.00	8.00	8.00	8.00	S
6.00	9.00	6.00	4.00	3.00	2.00	8.00	2.00	3.00	9.00	11.00	9.00	7.00	9.00	1.00	6.00	W
2.00	5.00	4.00	4.00	2.00	7.00	3.00	1.00	8.00	9.00	2.00	10.00	0.00	7.00	2.00	8.00	L
4.00	7.00	6.00	5.00	4.00	6.00	7.00	1.00	6.00	10.00	7.00	10.00	3.00	8.00	3.00	8.00	K
2.00	6.00	3.00	4.00	1.00	14.00	1.00	6.00	5.00	14.00	2.00	11.00	0.00	7.00	0.00	8.00	J
4.00	9.00	5.00	7.00	4.00	4.00	8.00	4.00	8.00	11.00	10.00	10.00	2.00	8.00	4.00	5.00	E
6.00	9.00	8.00	8.00	8.00	7.00	6.00	5.00	7.00	7.00	5.00	9.00	6.00	5.00	10.00	3.00	D
4.00	9.00	5.00	7.00	3.00	4.00	7.00	5.00	6.00	11.00	9.00	14.00	2.00	8.00	3.00	8.00	C
4.00	8.00	6.00	6.00	6.00	7.00	7.00	5.00	6.00	7.00	6.00	8.00	3.00	8.00	3.00	7.00	H
5.00	6.00	7.00	9.00	10.00	8.00	9.00	5.00	2.00	6.00	7.00	9.00	9.00	14.00	10.00	14.00	Q
6.00	12.00	4.00	7.00	3.00	11.00	3.00	4.00	5.00	12.00	2.00	8.00	3.00	8.00	4.00	10.00	I
3.00	8.00	4.00	6.00	3.00	5.00	8.00	6.00	6.00	9.00	8.00	14.00	1.00	9.00	3.00	10.00	C
7.00	11.00	8.00	8.00	5.00	6.00	6.00	7.00	8.00	10.00	7.00	11.00	2.00	10.00	5.00	9.00	G
4.00	10.00	6.00	8.00	3.00	6.00	11.00	3.00	4.00	7.00	12.00	9.00	2.00	10.00	1.00	9.00	V
5.00	10.00	7.00	9.00	4.00	8.00	5.00	9.00	8.00	5.00	4.00	8.00	3.00	8.00	4.00	8.00	Q
0.00	0.00	0.00	0.00	0.00	7.00	7.00	4.00	4.00	7.00	6.00	8.00	0.00	8.00	0.00	8.00	I
2.00	2.00	4.00	3.00	2.00	8.00	7.00	3.00	9.00	6.00	6.00	9.00	3.00	8.00	6.00	8.00	X
5.00	6.00	6.00	5.00	6.00	9.00	8.00	4.00	5.00	7.00	6.00	8.00	5.00	10.00	8.00	11.00	S
5.00	11.00	6.00	8.00	4.00	3.00	4.00	3.00	9.00	2.00	0.00	8.00	0.00	7.00	1.00	5.00	L
2.00	1.00	2.00	1.00	1.00	6.00	10.00	7.00	2.00	7.00	5.00	8.00	2.00	7.00	4.00	10.00	R
4.00	7.00	4.00	5.00	3.00	6.00	6.00	6.00	5.00	10.00	7.00	13.00	2.00	9.00	4.00	10.00	G
2.00	5.00	5.00	4.00	2.00	10.00	5.00	4.00	5.00	14.00	5.00	11.00	1.00	6.00	1.00	7.00	J
2.00	4.00	3.00	3.00	2.00	8.00	7.00	6.00	3.00	9.00	6.00	8.00	2.00	8.00	2.00	8.00	O
4.00	7.00	6.00	8.00	6.00	8.00	5.00	8.00	4.00	6.00	5.00	9.00	4.00	9.00	6.00	8.00	Q
3.00	2.00	4.00	3.00	2.00	7.00	8.00	5.00	4.00	8.00	7.00	7.00	5.00	8.00	3.00	6.00	N
7.00	9.00	8.00	7.00	4.00	2.00	10.00	3.00	7.00	12.00	12.00	7.00	1.00	11.00	2.00	5.00	Y
9.00	13.00	9.00	7.00	6.00	11.00	6.00	3.00	4.00	12.00	4.00	6.00	5.00	9.00	6.00	9.00	P
4.00	6.00	4.00	8.00	5.00	8.00	10.00	5.00	1.00	5.00	8.00	11.00	2.00	10.00	5.00	10.00	Q
2.00	4.00	3.00	3.00	2.00	7.00	7.00	6.00	3.00	9.00	6.00	8.00	2.00	8.00	2.00	8.00	O
2.00	4.00	3.00	3.00	1.00	10.00	6.00	2.00	6.00	12.00	3.00	8.00	0.00	7.00	0.00	7.00	J
2.00	1.00	2.00	2.00	1.00	5.00	3.00	5.00	7.00	2.00	2.00	4.00	1.00	7.00	1.00	6.00	L
1.00	3.00	2.00	1.00	1.00	8.00	7.00	4.00	8.00	7.00	6.00	8.00	2.00	8.00	5.00	8.00	X
5.00	5.00	6.00	8.00	2.00	8.00	4.00	14.00	6.00	6.00	14.00	8.00	3.00	9.00	0.00	8.00	U
6.00	9.00	8.00	7.00	7.00	9.00	3.00	7.00	5.00	7.00	9.00	7.00	3.00	8.00	8.00	3.00	Y
5.00	11.00	7.00	8.00	6.00	7.00	11.00	2.00	7.00	7.00	11.00	8.00	2.00	12.00	1.00	8.00	T
5.00	11.00	5.00	8.00	5.00	5.00	7.00	6.00	4.00	9.00	9.00	10.00	2.00	8.00	4.00	10.00	G
1.00	11.00	0.00	8.00	1.00	7.00	7.00	5.00	3.00	7.00	6.00	8.00	0.00	8.00	0.00	8.00	I
4.00	8.00	5.00	6.00	4.00	7.00	8.00	6.00	6.00	7.00	6.00	7.00	3.00	8.00	3.00	7.00	H
2.00	3.00	3.00	5.00	1.00	12.00	2.00	9.00	4.00	13.00	5.00	13.00	1.00	6.00	0.00	8.00	J
10.00	14.00	12.00	8.00	7.00	9.00	3.00	3.00	2.00	9.00	3.00	10.00	11.00	0.00	2.00	8.00	M
3.00	8.00	5.00	6.00	4.00	7.00	8.00	6.00	5.00	7.00	6.00	7.00	5.00	9.00	1.00	6.00	N
2.00	7.00	3.00	5.00	2.00	6.00	7.00	8.00	6.00	7.00	6.00	7.00	2.00	8.00	8.00	10.00	B
2.00	4.00	4.00	3.00	2.00	6.00	10.00	1.00	7.00	8.00	11.00	8.00	1.00	11.00	2.00	7.00	Y
1.00	3.00	2.00	2.00	1.00	6.00	7.00	7.00	6.00	8.00	7.00	13.00	1.00	9.00	3.00	10.00	C
5.00	9.00	6.00	7.00	3.00	4.00	8.00	6.00	9.00	12.00	9.00	12.00	1.00	9.00	3.00	7.00	C
4.00	3.00	5.00	5.00	4.00	6.00	7.00	9.00	7.00	7.00	6.00	7.00	2.00	8.00	9.00	9.00	B
2.00	3.00	3.00	1.00	2.00	8.00	8.00	3.00	5.00	9.00	5.00	7.00	2.00	7.00	4.00	10.00	R
2.00	1.00	3.00	2.00	2.00	7.00	7.00	7.00	5.00	7.00	6.00	8.00	2.00	8.00	3.00	8.00	O
4.00	8.00	5.00	6.00	4.00	7.00	8.00	2.00	9.00	11.00	7.00	8.00	1.00	9.00	6.00	7.00	Z
4.00	10.00	5.00	7.00	3.00	5.00	11.00	8.00	4.00	7.00	3.00	9.00	3.00	7.00	6.00	11.00	R
2.00	5.00	4.00	3.00	2.00	7.00	3.00	1.00	2.00	6.00	2.00	8.00	3.00	5.00	2.00	8.00	A
4.00	7.00	5.00	5.00	4.00	7.00	6.00	7.00	5.00	6.00	4.00	7.00	3.00	7.00	3.00	7.00	N
4.00	7.00	4.00	5.00	3.00	6.00	7.00	9.00	7.00	7.00	6.00	7.00	2.00	8.00	9.00	10.00	B
7.00	10.00	7.00	5.00	3.00	3.00	9.00	2.00	1.00	9.00	10.00	8.00	8.00	12.00	1.00	6.00	W
1.00	1.00	2.00	1.00	1.00	6.00	7.00	4.00	7.00	6.00	6.00	10.00	3.00	8.00	4.00	9.00	K
5.00	8.00	7.00	7.00	8.00	8.00	9.00	5.00	3.00	7.00	6.00	8.00	7.00	11.00	8.00	9.00	G
0.00	0.00	1.00	0.00	0.00	12.00	4.00	6.00	3.00	12.00	4.00	11.00	0.00	7.00	0.00	8.00	J
3.00	2.00	5.00	3.00	2.00	8.00	2.00	2.00	2.00	6.00	1.00	8.00	2.00	6.00	2.00	7.00	A
3.00	8.00	4.00	6.00	4.00	7.00	7.00	13.00	1.00	7.00	6.00	8.00	3.00	8.00	0.00	8.00	H
1.00	3.00	3.00	2.00	1.00	7.00	7.00	2.00	6.00	11.00	6.00	9.00	2.00	9.00	4.00	10.00	E
4.00	7.00	6.00	5.00	7.00	8.00	8.00	4.00	4.00	6.00	8.00	8.00	8.00	9.00	5.00	7.00	U
5.00	7.00	7.00	5.00	6.00	4.00	7.00	3.00	4.00	10.00	10.00	10.00	6.00	6.00	2.00	6.00	M
2.00	1.00	3.00	2.00	2.00	6.00	10.00	4.00	5.00	10.00	9.00	5.00	1.00	9.00	3.00	7.00	F
5.00	10.00	7.00	8.00	5.00	8.00	6.00	2.00	9.00	11.00	5.00	10.00	2.00	7.00	7.00	8.00	Z
3.00	8.00	3.00	6.00	4.00	6.00	6.00	8.00	6.00	7.00	7.00	7.00	2.00	9.00	6.00	9.00	B
5.00	9.00	6.00	7.00	3.00	7.00	7.00	4.00	15.00	9.00	6.00	8.00	0.00	8.00	8.00	8.00	Z
6.00	7.00	8.00	10.00	9.00	7.00	9.00	4.00	2.00	7.00	8.00	7.00	6.00	11.00	6.00	5.00	P
3.00	6.00	5.00	4.00	1.00	8.00	5.00	4.00	7.00	15.00	7.00	13.00	0.00	7.00	1.00	7.00	J
6.00	11.00	10.00	8.00	5.00	10.00	7.00	2.00	9.00	11.00	1.00	6.00	4.00	9.00	4.00	10.00	X
3.00	10.00	5.00	7.00	2.00	5.00	8.00	5.00	3.00	9.00	14.00	8.00	3.00	10.00	0.00	8.00	V
4.00	8.00	4.00	6.00	4.00	6.00	7.00	9.00	7.00	6.00	5.00	6.00	2.00	8.00	3.00	8.00	D
4.00	6.00	6.00	4.00	4.00	11.00	7.00	2.00	4.00	9.00	3.00	6.00	7.00	6.00	2.00	8.00	M
5.00	11.00	6.00	8.00	6.00	8.00	8.00	7.00	5.00	7.00	5.00	7.00	2.00	8.00	9.00	8.00	S
4.00	7.00	6.00	5.00	3.00	9.00	7.00	4.00	8.00	11.00	3.00	8.00	2.00	8.00	5.00	11.00	S
2.00	6.00	3.00	4.00	2.00	4.00	5.00	1.00	8.00	6.00	2.00	10.00	0.00	7.00	3.00	6.00	L
5.00	11.00	5.00	6.00	4.00	10.00	3.00	4.00	2.00	10.00	5.00	11.00	5.00	3.00	5.00	10.00	A
7.00	10.00	9.00	8.00	9.00	9.00	7.00	6.00	5.00	6.00	7.00	6.00	11.00	8.00	4.00	5.00	M
5.00	9.00	6.00	7.00	3.00	7.00	7.00	4.00	15.00	9.00	6.00	8.00	0.00	8.00	8.00	8.00	Z
7.00	11.00	6.00	6.00	4.00	8.00	6.00	5.00	5.00	6.00	7.00	8.00	5.00	7.00	3.00	7.00	U
2.00	3.00	2.00	2.00	1.00	4.00	3.00	5.00	7.00	2.00	2.00	5.00	0.00	7.00	1.00	6.00	L
10.00	13.00	9.00	7.00	4.00	4.00	9.00	4.00	7.00	3.00	3.00	11.00	5.00	8.00	2.00	7.00	N
5.00	10.00	5.00	7.00	3.00	5.00	13.00	3.00	7.00	12.00	9.00	3.00	1.00	11.00	2.00	4.00	T
4.00	8.00	6.00	6.00	4.00	6.00	8.00	4.00	9.00	11.00	9.00	9.00	2.00	9.00	5.00	5.00	E
6.00	11.00	9.00	8.00	9.00	8.00	8.00	4.00	6.00	10.00	5.00	6.00	5.00	6.00	7.00	10.00	B
2.00	3.00	4.00	2.00	1.00	8.00	6.00	2.00	8.00	11.00	5.00	9.00	1.00	8.00	5.00	8.00	Z
5.00	10.00	6.00	8.00	5.00	8.00	8.00	8.00	4.00	7.00	7.00	6.00	5.00	7.00	4.00	9.00	O
2.00	3.00	2.00	2.00	2.00	6.00	8.00	4.00	5.00	7.00	6.00	7.00	2.00	7.00	3.00	9.00	R
3.00	7.00	4.00	4.00	2.00	7.00	6.00	14.00	1.00	7.00	7.00	8.00	3.00	8.00	0.00	8.00	H
5.00	9.00	6.00	8.00	3.00	8.00	5.00	9.00	7.00	5.00	4.00	8.00	3.00	8.00	4.00	8.00	Q
3.00	3.00	4.00	2.00	1.00	4.00	8.00	4.00	6.00	11.00	11.00	9.00	3.00	9.00	0.00	7.00	U
7.00	8.00	9.00	7.00	10.00	7.00	6.00	5.00	4.00	7.00	7.00	9.00	8.00	10.00	9.00	7.00	G
5.00	7.00	7.00	5.00	4.00	7.00	9.00	2.00	5.00	10.00	5.00	6.00	5.00	9.00	1.00	7.00	N
4.00	5.00	6.00	7.00	3.00	9.00	8.00	9.00	8.00	6.00	7.00	10.00	3.00	8.00	4.00	8.00	O
2.00	9.00	3.00	7.00	2.00	7.00	7.00	0.00	7.00	13.00	6.00	8.00	0.00	8.00	1.00	8.00	I
4.00	6.00	6.00	4.00	6.00	8.00	8.00	4.00	4.00	6.00	7.00	8.00	6.00	10.00	7.00	6.00	R
2.00	3.00	4.00	2.00	2.00	6.00	8.00	2.00	5.00	10.00	7.00	8.00	3.00	8.00	2.00	7.00	H
4.00	7.00	5.00	5.00	2.00	6.00	7.00	6.00	10.00	6.00	6.00	12.00	1.00	7.00	4.00	8.00	C
4.00	9.00	5.00	8.00	3.00	8.00	6.00	9.00	7.00	6.00	5.00	9.00	3.00	8.00	4.00	8.00	Q
4.00	8.00	4.00	6.00	2.00	3.00	7.00	8.00	2.00	7.00	6.00	11.00	4.00	8.00	2.00	11.00	K
6.00	7.00	8.00	6.00	7.00	7.00	8.00	5.00	4.00	7.00	5.00	7.00	7.00	9.00	6.00	3.00	N
5.00	6.00	6.00	5.00	6.00	6.00	7.00	2.00	5.00	8.00	7.00	10.00	3.00	8.00	7.00	8.00	X
4.00	9.00	6.00	7.00	4.00	7.00	10.00	4.00	5.00	12.00	5.00	3.00	1.00	10.00	4.00	8.00	P
2.00	8.00	4.00	6.00	3.00	13.00	3.00	4.00	2.00	11.00	1.00	8.00	2.00	6.00	3.00	9.00	A
5.00	10.00	6.00	8.00	4.00	7.00	7.00	0.00	8.00	13.00	6.00	8.00	0.00	8.00	1.00	8.00	I
6.00	11.00	9.00	8.00	7.00	7.00	8.00	5.00	7.00	7.00	5.00	6.00	3.00	6.00	6.00	9.00	R
5.00	7.00	7.00	5.00	5.00	4.00	7.00	2.00	7.00	10.00	9.00	11.00	4.00	7.00	4.00	6.00	K
4.00	11.00	6.00	8.00	3.00	8.00	5.00	5.00	6.00	14.00	7.00	12.00	1.00	6.00	1.00	7.00	J
8.00	13.00	6.00	8.00	3.00	7.00	7.00	5.00	5.00	8.00	4.00	7.00	5.00	9.00	5.00	8.00	O
3.00	11.00	4.00	8.00	5.00	7.00	7.00	2.00	5.00	11.00	5.00	9.00	4.00	7.00	2.00	6.00	J
3.00	1.00	4.00	3.00	3.00	6.00	6.00	6.00	4.00	7.00	7.00	10.00	7.00	5.00	2.00	9.00	M
5.00	9.00	6.00	8.00	5.00	8.00	8.00	8.00	5.00	6.00	6.00	10.00	3.00	8.00	4.00	9.00	Q
3.00	1.00	4.00	3.00	2.00	5.00	10.00	3.00	5.00	9.00	8.00	4.00	3.00	10.00	3.00	7.00	P
4.00	8.00	5.00	6.00	4.00	8.00	7.00	6.00	7.00	10.00	4.00	5.00	3.00	8.00	3.00	8.00	D
9.00	13.00	8.00	7.00	4.00	7.00	5.00	6.00	7.00	3.00	9.00	7.00	5.00	9.00	3.00	6.00	U
3.00	4.00	4.00	3.00	2.00	5.00	12.00	3.00	3.00	9.00	11.00	7.00	2.00	11.00	1.00	8.00	V
2.00	1.00	3.00	2.00	2.00	7.00	8.00	5.00	7.00	7.00	6.00	9.00	2.00	8.00	5.00	10.00	E
4.00	8.00	5.00	6.00	3.00	8.00	6.00	6.00	7.00	11.00	6.00	11.00	2.00	10.00	4.00	9.00	G
5.00	10.00	7.00	7.00	6.00	6.00	7.00	7.00	7.00	7.00	6.00	8.00	4.00	11.00	7.00	8.00	T
2.00	3.00	4.00	2.00	2.00	7.00	10.00	4.00	3.00	11.00	5.00	3.00	1.00	9.00	2.00	8.00	P
1.00	1.00	2.00	1.00	0.00	7.00	4.00	3.00	0.00	7.00	1.00	8.00	2.00	7.00	1.00	8.00	A
2.00	1.00	3.00	2.00	2.00	7.00	7.00	5.00	7.00	7.00	5.00	9.00	2.00	8.00	5.00	10.00	E
3.00	7.00	4.00	5.00	3.00	6.00	7.00	4.00	7.00	6.00	6.00	9.00	3.00	8.00	5.00	9.00	K
1.00	3.00	2.00	2.00	1.00	7.00	6.00	5.00	4.00	7.00	6.00	10.00	2.00	9.00	3.00	9.00	G
5.00	7.00	6.00	5.00	6.00	8.00	7.00	4.00	4.00	7.00	5.00	7.00	6.00	8.00	5.00	8.00	B
0.00	0.00	1.00	0.00	0.00	12.00	4.00	6.00	3.00	12.00	5.00	11.00	0.00	7.00	0.00	8.00	J
8.00	12.00	6.00	7.00	3.00	8.00	10.00	5.00	5.00	8.00	10.00	5.00	5.00	12.00	3.00	7.00	V
9.00	14.00	7.00	8.00	5.00	8.00	6.00	5.00	3.00	9.00	8.00	10.00	6.00	8.00	9.00	10.00	C
6.00	7.00	6.00	5.00	6.00	7.00	10.00	4.00	3.00	8.00	6.00	6.00	9.00	11.00	4.00	6.00	W
7.00	9.00	6.00	4.00	2.00	4.00	12.00	3.00	7.00	13.00	8.00	4.00	2.00	8.00	3.00	4.00	T
2.00	4.00	3.00	3.00	1.00	4.00	9.00	5.00	6.00	11.00	9.00	11.00	1.00	9.00	2.00	8.00	C
4.00	9.00	6.00	7.00	4.00	4.00	11.00	3.00	7.00	11.00	10.00	5.00	1.00	10.00	3.00	5.00	F
4.00	8.00	5.00	6.00	3.00	6.00	13.00	8.00	4.00	7.00	2.00	9.00	3.00	7.00	6.00	10.00	R
3.00	5.00	4.00	4.00	2.00	6.00	11.00	2.00	7.00	11.00	9.00	5.00	1.00	11.00	3.00	4.00	T
5.00	9.00	7.00	6.00	4.00	10.00	6.00	3.00	8.00	11.00	4.00	6.00	4.00	6.00	4.00	8.00	D
5.00	8.00	7.00	6.00	8.00	7.00	9.00	5.00	2.00	7.00	6.00	7.00	10.00	9.00	6.00	10.00	O
3.00	7.00	5.00	8.00	5.00	9.00	8.00	4.00	4.00	7.00	6.00	9.00	3.00	7.00	8.00	6.00	J
8.00	12.00	7.00	6.00	3.00	5.00	9.00	4.00	6.00	4.00	4.00	11.00	5.00	10.00	2.00	7.00	N
2.00	3.00	4.00	1.00	2.00	4.00	8.00	2.00	6.00	10.00	10.00	11.00	2.00	8.00	2.00	6.00	K
4.00	7.00	4.00	5.00	2.00	5.00	11.00	1.00	8.00	11.00	9.00	5.00	0.00	10.00	2.00	4.00	T
3.00	5.00	4.00	3.00	3.00	7.00	8.00	5.00	4.00	7.00	7.00	7.00	5.00	9.00	2.00	6.00	N
1.00	7.00	1.00	5.00	1.00	8.00	7.00	0.00	8.00	7.00	6.00	7.00	0.00	8.00	3.00	7.00	I
7.00	11.00	8.00	8.00	6.00	5.00	9.00	3.00	7.00	10.00	6.00	6.00	3.00	7.00	5.00	5.00	S
1.00	1.00	2.00	2.00	1.00	5.00	9.00	4.00	3.00	9.00	7.00	4.00	1.00	10.00	2.00	7.00	P
6.00	9.00	8.00	7.00	6.00	8.00	6.00	2.00	5.00	9.00	6.00	8.00	8.00	6.00	2.00	8.00	M
5.00	7.00	7.00	5.00	3.00	7.00	10.00	2.00	7.00	14.00	5.00	4.00	2.00	9.00	4.00	7.00	F
5.00	9.00	6.00	6.00	4.00	7.00	7.00	4.00	7.00	10.00	9.00	9.00	2.00	10.00	5.00	6.00	S
5.00	11.00	8.00	8.00	8.00	9.00	7.00	5.00	5.00	6.00	7.00	5.00	10.00	8.00	3.00	5.00	M
0.00	0.00	1.00	0.00	0.00	7.00	7.00	3.00	5.00	7.00	6.00	8.00	2.00	8.00	3.00	8.00	X
4.00	6.00	6.00	4.00	6.00	7.00	7.00	5.00	3.00	7.00	6.00	9.00	3.00	9.00	8.00	11.00	F
3.00	3.00	4.00	2.00	1.00	7.00	12.00	2.00	7.00	7.00	11.00	8.00	1.00	11.00	1.00	7.00	T
2.00	2.00	3.00	4.00	2.00	8.00	7.00	5.00	9.00	6.00	6.00	8.00	1.00	8.00	7.00	8.00	Z
5.00	9.00	8.00	6.00	6.00	9.00	8.00	4.00	6.00	11.00	5.00	5.00	4.00	7.00	4.00	9.00	D
4.00	10.00	4.00	7.00	2.00	1.00	14.00	5.00	4.00	13.00	10.00	5.00	0.00	8.00	2.00	5.00	F
6.00	11.00	9.00	8.00	5.00	6.00	12.00	5.00	4.00	12.00	5.00	2.00	1.00	10.00	3.00	9.00	P
6.00	10.00	8.00	8.00	6.00	8.00	10.00	5.00	4.00	11.00	4.00	3.00	1.00	10.00	3.00	8.00	P
5.00	8.00	6.00	6.00	4.00	8.00	6.00	8.00	5.00	10.00	5.00	8.00	3.00	8.00	3.00	8.00	O
5.00	11.00	6.00	9.00	6.00	8.00	7.00	8.00	5.00	7.00	6.00	7.00	2.00	8.00	9.00	8.00	S
4.00	10.00	6.00	8.00	10.00	9.00	8.00	5.00	5.00	7.00	6.00	6.00	5.00	6.00	7.00	6.00	D
8.00	13.00	7.00	7.00	4.00	9.00	7.00	3.00	6.00	12.00	4.00	5.00	3.00	8.00	6.00	11.00	I
2.00	7.00	3.00	5.00	1.00	0.00	1.00	4.00	5.00	1.00	1.00	7.00	0.00	8.00	0.00	8.00	L
6.00	9.00	7.00	4.00	4.00	10.00	6.00	4.00	5.00	11.00	2.00	7.00	5.00	7.00	3.00	9.00	K
2.00	3.00	3.00	2.00	1.00	7.00	9.00	4.00	3.00	11.00	4.00	3.00	1.00	10.00	2.00	8.00	P
3.00	4.00	4.00	5.00	1.00	7.00	7.00	4.00	4.00	7.00	6.00	8.00	3.00	8.00	4.00	8.00	X
1.00	1.00	2.00	1.00	1.00	7.00	8.00	11.00	1.00	7.00	5.00	8.00	3.00	8.00	0.00	8.00	H
